"","queried_ursi","age","sex","firstSum","secondSum","allSum","past","positive","future","negative","friends","specific_vague","words","images","EHI","MeanFD"
"69",162251,20,"female",130,51,181,1.40896793364647,1.28705688502301,1.8487435064508,0.12476263943048,-0.232862780163005,1.25788347107265,1.99610067651585,0.408181165782356,100,0.2262
"70",162704,26,"female",30,16,46,-1.46404771878262,0.706268420654584,0.285253110551427,-0.131112450128193,-0.460771217362752,-1.25634925930123,0.38284964943796,0.250954935782918,80,0.2853
"71",162902,40,"female",72,16,88,-0.378227708211244,-1.89369799228137,-0.931150348116709,0.572917604692764,2.02386973025801,-0.97205030615108,-0.0834820874886425,-0.848317151654113,80,0.2283
"72",163228,25,"female",51,25,76,-0.923879830304285,-0.0671024636384921,-0.620531107585826,-0.0795261689582522,0.338978017426013,-0.515124731588939,0.389093594159158,-0.0406679654781729,75,0.2686
"73",163508,21,"female",24,28,52,-1.63477308412838,0.673229423225079,-0.168522390363429,0.305811497120519,-0.890285839624734,-0.258917257894741,-0.866730660692114,1.75274262386462,-60,0.2085
"74",164900,49,"female",60,22,82,-0.71303568615299,-1.15180725431969,0.468253479092619,2.08094554551077,0.0652361441754055,-1.04074319800152,0.547129060387919,-0.880753451512327,100,0.6071
"75",166094,44,"male",92,26,118,0.14805217563708,0.287034515211664,1.42988948239591,-0.371794833254618,-0.289136293219941,-0.449633754230022,-1.13817466511657,0.737701466322133,100,0.3605
"76",166987,59,"female",66,16,82,-0.648845400133437,-1.6091946868284,0.110703148789662,2.16526049045312,0.553414966040143,-1.3578821006152,0.508059484646215,-0.382342899832196,95,0.2869
"77",167827,42,"female",112,40,152,0.559714704592067,-1.74656891590069,0.755477579876149,-1.3191157393884,-0.313778595806016,0.636474701796898,1.47862302973978,0.822731215740554,100,0.1928
"78",168239,23,"female",101,32,133,0.461134524802804,0.146362412851159,0.142563284469552,-1.07257334908321,1.90779497617861,0.224588930497719,0.427631743854275,-0.534186616267878,100,0.1593
"79",168357,20,"female",84,41,125,-0.0742048320477808,0.562367160133534,1.09821787320305,-0.831942222739442,1.03478105231904,0.670064588107736,0.51347767478899,1.22579853348402,85,0.1099
"80",168413,26,"male",144,72,216,1.63728112781335,0.590267930417435,0.137218689226876,1.2687043816053,-0.778603004534458,3.11799749682336,-0.495681268646696,0.375187512277355,100,0.4196
"81",168489,57,"female",39,18,57,-1.16546886364509,0.302107495481737,-0.160799252616762,0.221809787478136,-1.16560436736794,-1.15557086521631,-1.50949931994439,0.487443217778799,85,0.4229
"82",169007,59,"male",58,34,92,-0.679090881334067,-1.07027458983387,0.304102775431755,1.02777083895579,-0.990787574913853,0.0322402862884039,1.0270622428444,0.477832253894372,85,0.2083
"83",173085,20,"female",107,58,165,0.641668755254185,-1.06916476910291,-0.277024287993764,-1.52892203603536,-0.508990758443226,2.0641147960905,-1.03235344097503,0.683859136153512,55,0.1026
"84",173286,56,"female",79,15,94,-0.226306184498839,0.759826506475602,-3.06198853221343,-0.774254399752618,2.20205580974359,-1.2579563401223,0.303280175568728,0.954475387154265,75,0.2992
"85",173358,26,"female",98,35,133,0.282943938227332,-0.0541890727075362,-1.57373887353913,-0.513020331361232,0.666071773606205,0.63416554618242,-0.0229541929123574,-0.378355148148516,75,0.2679
"86",173496,25,"female",36,24,60,-1.41659355446535,0.863465400924104,-0.16301456249041,0.699131387017099,0.24436983679158,-0.72004753618284,0.834360808018168,0.370529033245948,75,0.163
